,carat,cut,color,clarity,depth,table,price,x,y,z
31386,0.3,Good,H,SI1,63.7,56.0,540,4.22,4.2,2.68
31387,0.3,Very Good,H,SI1,63.4,58.0,540,4.24,4.21,2.68
31388,0.3,Premium,E,SI2,61.6,61.0,540,4.29,4.25,2.63
31389,0.3,Premium,E,SI2,62.7,59.0,540,4.26,4.22,2.66
31390,0.33,Very Good,E,SI1,59.1,59.0,540,4.54,4.59,2.7
31391,0.33,Good,E,SI1,63.1,56.0,540,4.42,4.45,2.8
31392,0.33,Very Good,G,VS2,61.3,61.0,540,4.43,4.47,2.73
31393,0.33,Very Good,H,VS1,59.0,62.0,540,4.49,4.52,2.66
31394,0.29,Very Good,H,VVS2,61.2,56.0,541,4.26,4.29,2.61
31395,0.29,Very Good,G,VVS2,62.2,55.0,541,4.24,4.27,2.64
31396,0.29,Very Good,G,VVS2,60.9,57.0,541,4.28,4.32,2.61
31397,0.29,Very Good,G,VVS2,60.2,59.0,541,4.27,4.3,2.58
31398,0.3,Very Good,G,VS2,61.7,56.0,541,4.32,4.35,2.67
31399,0.6,Ideal,E,VS2,61.2,56.0,2189,5.45,5.44,3.33
31400,0.73,Premium,F,SI1,60.6,59.0,2190,5.81,5.77,3.51
31401,0.6,Ideal,G,VVS2,61.2,56.0,2190,5.43,5.45,3.33
31402,0.7,Good,F,SI1,57.9,63.0,2190,5.8,5.84,3.37
31403,0.73,Good,F,SI2,58.1,62.0,2191,5.92,5.93,3.44
31404,0.7,Very Good,F,SI1,63.7,55.0,2192,5.62,5.69,3.6
31405,0.7,Good,E,SI2,63.7,61.0,2192,5.6,5.64,3.58
31406,0.5,Ideal,E,VS1,61.7,57.0,2192,5.11,5.13,3.16
31407,0.57,Ideal,E,VS1,61.8,55.0,2192,5.34,5.39,3.32
31408,0.58,Ideal,E,VS1,60.6,57.0,2192,5.4,5.45,3.29
31409,0.58,Ideal,E,VS1,62.9,54.0,2192,5.34,5.31,3.35
31410,0.58,Fair,E,VS1,57.9,56.0,2192,5.52,5.49,3.19
31411,0.58,Premium,E,VS2,59.6,59.0,2192,5.43,5.38,3.22
31412,0.58,Premium,D,VS1,61.4,58.0,2192,5.37,5.34,3.29
31413,0.59,Ideal,H,VVS1,62.1,55.0,2193,5.38,5.41,3.35
31414,0.57,Ideal,F,VS1,61.0,56.0,2193,5.36,5.4,3.28
31415,0.76,Fair,H,SI1,65.5,59.0,2193,5.75,5.66,3.74
31416,0.71,Ideal,G,SI2,59.5,57.0,2194,5.86,5.78,3.46
31417,0.7,Very Good,F,SI2,60.7,58.0,2195,5.73,5.77,3.49
31418,0.83,Good,J,SI1,63.8,58.0,2195,5.95,5.97,3.8
31419,0.57,Ideal,H,IF,62.2,56.0,2195,5.3,5.33,3.3
31420,0.51,Good,F,VVS2,62.4,63.0,2195,5.05,5.08,3.16
31421,0.95,Premium,J,I1,61.7,59.0,2195,6.32,6.26,3.88
31422,0.62,Premium,E,VS1,62.2,58.0,2196,5.41,5.46,3.38
31423,0.7,Premium,F,SI1,60.4,58.0,2196,5.76,5.82,3.5
31424,0.7,Very Good,F,SI1,62.4,56.0,2196,5.64,5.7,3.54
31425,0.7,Premium,F,SI1,62.3,58.0,2196,5.67,5.72,3.55
31426,0.7,Very Good,F,SI1,59.8,60.0,2196,5.75,5.83,3.46
31427,0.7,Premium,F,SI1,62.1,59.0,2196,5.68,5.72,3.54
31428,0.7,Very Good,F,SI1,62.3,57.0,2196,5.65,5.69,3.53
31429,0.7,Very Good,F,SI1,62.6,56.0,2196,5.66,5.72,3.56
31430,0.62,Ideal,H,VVS1,61.1,56.0,2197,5.48,5.52,3.36
31431,0.54,Very Good,F,VVS2,60.2,59.0,2198,5.27,5.3,3.18
31432,0.74,Very Good,H,SI2,62.8,59.0,2198,5.72,5.77,3.61
31433,0.71,Premium,F,SI1,60.9,59.0,2198,5.74,5.69,3.48
31434,0.71,Very Good,F,SI1,63.3,60.0,2198,5.61,5.54,3.53
31435,0.71,Fair,D,SI2,64.6,60.0,2198,5.62,5.59,3.62
31436,0.71,Fair,F,SI1,57.0,68.0,2198,6.05,5.87,3.4
31437,0.71,Very Good,I,VS1,63.3,58.0,2198,5.68,5.66,3.59
31438,0.49,Ideal,E,VVS2,61.9,56.0,2199,5.05,5.1,3.14
31439,0.79,Premium,J,SI1,59.1,57.0,2199,6.08,6.06,3.59
31440,0.7,Very Good,I,VS2,61.8,59.0,2200,5.67,5.73,3.52
31441,0.7,Very Good,H,SI1,61.5,55.0,2200,5.72,5.76,3.53
31442,0.7,Ideal,F,SI1,62.6,56.0,2200,5.69,5.66,3.55
31443,0.58,Very Good,F,VVS2,60.0,57.0,2201,5.44,5.42,3.26
31444,0.74,Premium,H,SI1,60.9,60.0,2201,5.81,5.75,3.52
31445,0.83,Ideal,I,VS2,62.9,56.0,2201,5.98,5.94,3.75
31446,0.7,Very Good,I,VS2,62.8,59.0,2202,5.56,5.61,3.51
31447,0.57,Ideal,E,VS2,61.3,57.0,2202,5.29,5.38,3.27
31448,0.57,Ideal,E,VS2,61.0,54.0,2202,5.39,5.43,3.3
31449,0.56,Ideal,G,VVS1,62.0,56.0,2202,5.28,5.3,3.28
31450,0.71,Premium,I,VS1,62.5,61.0,2202,5.68,5.64,3.54
31451,0.8,Premium,J,VS1,61.6,60.0,2202,5.94,5.88,3.64
31452,0.56,Ideal,F,VVS2,61.2,57.0,2202,5.31,5.35,3.26
31453,0.61,Ideal,D,VS2,62.0,56.0,2202,5.43,5.48,3.38
31454,0.54,Ideal,F,VS1,61.5,55.0,2202,5.26,5.27,3.24
31455,0.7,Ideal,H,SI2,61.6,56.0,2202,5.69,5.71,3.51
31456,0.69,Good,G,VS1,60.8,64.0,2202,5.77,5.66,3.47
31457,0.71,Premium,I,VS1,62.5,59.0,2202,5.75,5.71,3.58
31458,0.72,Premium,J,VVS1,61.4,61.0,2203,5.77,5.7,3.52
31459,0.51,Premium,F,VVS2,60.5,59.0,2203,5.17,5.15,3.12
31460,0.72,Fair,H,SI2,65.9,57.0,2203,5.6,5.54,3.67
31461,0.51,Ideal,F,VVS2,62.6,57.0,2203,5.13,5.1,3.2
31462,0.51,Ideal,F,VVS2,62.4,57.0,2203,5.12,5.08,3.18
31463,0.51,Ideal,F,VVS2,61.2,56.0,2203,5.19,5.17,3.17
31464,0.76,Very Good,J,VS2,61.2,57.0,2206,5.86,5.91,3.6
31465,0.74,Premium,G,SI2,60.1,58.0,2206,5.89,5.86,3.53
31466,0.5,Ideal,E,VVS2,61.7,55.7,2206,5.09,5.12,3.13
31467,0.62,Ideal,G,VS1,60.7,55.0,2206,5.55,5.59,3.38
31468,0.57,Ideal,G,VVS2,60.7,55.0,2206,5.36,5.34,3.25
31469,0.57,Ideal,G,VVS2,61.7,56.0,2206,5.33,5.3,3.28
31470,0.61,Premium,D,VS1,62.4,57.0,2207,5.46,5.44,3.4
31471,0.62,Ideal,I,VVS1,61.1,55.0,2207,5.52,5.57,3.39
31472,0.61,Ideal,D,VS2,61.0,57.0,2207,5.49,5.53,3.36
31473,0.71,Very Good,H,SI1,63.5,57.0,2207,5.67,5.64,3.59
31474,0.71,Good,H,SI1,64.0,61.0,2207,5.61,5.54,3.57
31475,0.72,Very Good,J,VVS1,60.1,58.0,2208,5.8,5.84,3.5
31476,0.62,Ideal,E,VS2,62.0,54.5,2208,5.46,5.48,3.39
31477,0.51,Ideal,G,IF,61.4,54.0,2208,5.18,5.24,3.2
31478,0.7,Fair,G,SI2,58.6,56.0,2208,5.8,5.74,3.38
31479,0.71,Premium,G,SI2,62.1,58.0,2208,5.72,5.68,3.54
31480,0.7,Very Good,G,SI1,62.8,58.0,2209,5.64,5.69,3.56
31481,0.71,Ideal,H,VS1,62.1,55.0,2209,5.68,5.72,3.54
31482,0.51,Ideal,E,VVS2,61.7,57.0,2209,5.11,5.14,3.16
31483,0.7,Good,G,SI1,62.7,59.0,2209,5.57,5.63,3.51
31484,0.7,Very Good,D,SI1,63.7,59.0,2210,5.59,5.65,3.58
31485,0.5,Ideal,F,VVS2,60.5,56.0,2210,5.15,5.09,3.1
31486,0.5,Ideal,F,VVS2,61.3,59.0,2210,5.05,5.1,3.11
31487,0.73,Ideal,G,SI2,61.8,56.0,2210,5.76,5.8,3.57
31488,0.54,Ideal,H,IF,60.3,55.0,2210,5.29,5.33,3.2
31489,0.57,Ideal,H,IF,61.0,57.0,2210,5.35,5.38,3.27
31490,0.66,Very Good,G,VVS2,60.5,59.0,2211,5.67,5.72,3.44
31491,0.47,Fair,D,IF,60.6,60.0,2211,5.09,4.98,3.05
31492,0.51,Ideal,E,VVS2,62.8,56.0,2211,5.13,5.15,3.23
31493,0.58,Ideal,H,IF,61.6,57.0,2211,5.34,5.37,3.3
31494,0.63,Very Good,D,SI1,63.1,58.0,2211,5.49,5.44,3.45
31495,0.67,Premium,F,VS2,62.5,59.0,2211,5.58,5.53,3.47
31496,0.7,Very Good,G,VS1,62.9,59.0,2212,5.56,5.63,3.52
31497,0.7,Very Good,H,SI1,62.1,59.0,2213,5.62,5.66,3.5
31498,0.7,Premium,F,SI2,61.8,60.0,2213,5.65,5.71,3.51
31499,0.6,Premium,D,VS2,59.6,59.0,2214,5.53,5.47,3.28
31500,0.75,Premium,E,SI2,61.9,55.0,2214,5.89,5.84,3.63
31501,0.71,Good,G,SI1,63.9,56.0,2215,5.62,5.59,3.58
31502,0.64,Ideal,E,SI1,60.9,57.0,2215,5.56,5.58,3.39
31503,0.71,Good,D,SI2,64.3,56.0,2215,5.64,5.59,3.61
31504,0.71,Premium,G,SI1,62.8,61.0,2215,5.64,5.59,3.53
31505,0.71,Premium,E,SI2,62.1,62.0,2215,5.7,5.67,3.53
31506,0.75,Premium,G,SI2,61.0,58.0,2216,5.9,5.94,3.61
31507,0.72,Premium,I,VS2,60.9,60.0,2216,5.76,5.8,3.52
31508,0.52,Ideal,F,VVS2,61.8,56.0,2216,5.2,5.17,3.2
31509,0.52,Ideal,D,VVS2,59.9,57.0,2217,5.21,5.28,3.14
31510,0.71,Very Good,J,VVS1,59.7,58.0,2218,5.8,5.83,3.47
31511,0.71,Very Good,I,SI1,62.6,59.0,2218,5.67,5.7,3.56
31512,0.7,Good,G,SI1,63.9,58.0,2218,5.57,5.51,3.54
31513,0.73,Ideal,I,SI2,62.4,56.0,2218,5.74,5.77,3.59
31514,0.71,Ideal,I,SI1,62.5,57.0,2218,5.69,5.74,3.57
31515,0.71,Very Good,I,VS2,61.4,56.0,2219,5.73,5.79,3.53
31516,0.5,Very Good,F,IF,59.7,60.0,2219,5.18,5.24,3.11
31517,0.51,Very Good,D,VVS2,62.4,58.0,2220,5.1,5.13,3.19
31518,0.55,Ideal,E,VS1,61.5,56.0,2220,5.26,5.29,3.24
31519,0.7,Good,D,SI2,63.1,60.0,2221,5.56,5.62,3.53
31520,0.64,Very Good,E,VS2,60.5,58.1,2222,5.59,5.62,3.39
31521,0.74,Very Good,H,SI2,62.1,58.0,2222,5.82,5.78,3.6
31522,0.66,Ideal,H,VS1,62.7,55.0,2222,5.6,5.57,3.5
31523,0.7,Premium,D,SI2,61.8,55.0,2222,5.71,5.68,3.52
31524,0.51,Very Good,F,VVS1,62.6,57.0,2223,5.06,5.1,3.18
31525,0.55,Ideal,D,VS2,60.6,56.0,2224,5.3,5.36,3.23
31526,0.72,Ideal,F,SI2,62.0,55.0,2224,5.75,5.79,3.58
31527,0.68,Premium,E,SI1,62.0,59.0,2224,5.67,5.65,3.51
31528,0.71,Premium,H,SI2,60.5,60.0,2224,5.81,5.73,3.49
31529,0.71,Very Good,E,SI2,63.3,57.0,2225,5.65,5.69,3.59
31530,0.91,Good,E,I1,57.7,63.0,2225,6.3,6.35,3.65
31531,0.52,Ideal,D,VS2,61.8,55.0,2225,5.19,5.23,3.22
31532,0.71,Very Good,J,VVS2,61.1,58.0,2226,5.7,5.75,3.5
31533,0.71,Very Good,I,VS1,62.9,59.0,2226,5.68,5.71,3.58
31534,0.9,Good,G,I1,63.6,61.0,2226,6.03,6.07,3.85
31535,0.71,Good,E,SI2,58.7,61.0,2226,5.73,5.78,3.38
31536,0.76,Premium,H,SI1,59.8,57.0,2227,5.93,5.91,3.54
31537,0.58,Ideal,F,VS1,61.9,56.0,2227,5.36,5.33,3.31
31538,0.75,Very Good,H,SI2,61.9,56.0,2228,5.79,5.87,3.61
31539,0.78,Very Good,I,SI1,63.1,56.0,2228,5.88,5.82,3.69
31540,0.74,Ideal,I,SI1,62.0,53.0,2229,5.83,5.84,3.62
31541,0.8,Good,D,SI2,64.0,60.0,2229,5.91,5.81,3.75
31542,0.7,Very Good,F,SI1,62.2,58.0,2230,5.66,5.69,3.53
31543,0.7,Ideal,F,SI1,62.2,57.0,2230,5.67,5.74,3.55
31544,0.7,Premium,F,SI1,61.9,58.0,2230,5.69,5.74,3.54
31545,0.7,Very Good,F,SI1,61.8,58.0,2230,5.67,5.72,3.52
31546,0.7,Very Good,F,SI1,61.7,61.0,2230,5.67,5.7,3.51
31547,0.7,Very Good,F,SI1,61.6,55.0,2230,5.66,5.7,3.5
31548,0.52,Ideal,E,VVS2,62.0,54.0,2230,5.16,5.19,3.21
31549,0.56,Ideal,G,VS1,61.0,56.0,2230,5.31,5.35,3.25
31550,0.54,Ideal,F,VVS2,61.0,54.0,2231,5.28,5.3,3.23
31551,0.54,Ideal,F,VVS2,61.6,56.0,2231,5.23,5.26,3.23
31552,0.71,Premium,H,SI2,62.7,57.0,2231,5.71,5.64,3.56
31553,0.82,Very Good,G,SI2,63.4,55.0,2232,5.96,5.93,3.77
31554,0.7,Ideal,I,VS2,62.2,55.0,2232,5.66,5.69,3.53
31555,0.7,Ideal,G,SI2,62.6,55.0,2232,5.66,5.69,3.55
31556,0.71,Ideal,I,VS2,62.3,59.0,2233,5.68,5.71,3.55
31557,0.51,Ideal,E,VS1,61.4,56.0,2233,5.14,5.16,3.16
31558,0.71,Ideal,G,SI1,60.6,57.0,2233,5.72,5.8,3.49
31559,0.58,Ideal,H,IF,60.2,56.0,2233,5.43,5.46,3.28
31560,0.7,Very Good,G,SI1,62.0,61.0,2234,5.68,5.71,3.53
31561,0.7,Good,H,VS2,59.1,65.0,2234,5.75,5.85,3.43
31562,0.75,Premium,H,SI2,62.3,57.0,2234,5.79,5.73,3.59
31563,0.7,Ideal,G,SI2,61.3,58.0,2234,5.67,5.69,3.48
31564,0.7,Good,I,VS2,59.4,57.0,2234,5.77,5.82,3.44
31565,0.73,Ideal,I,SI1,62.0,56.0,2234,5.8,5.75,3.58
31566,0.7,Fair,I,VS1,60.2,66.0,2234,5.77,5.62,3.44
31567,0.7,Premium,F,SI2,58.8,58.0,2234,5.82,5.77,3.41
31568,0.7,Premium,I,VS1,61.7,61.0,2234,5.69,5.63,3.49
31569,0.71,Ideal,F,SI1,63.0,54.0,2235,5.73,5.69,3.6
31570,0.69,Fair,G,VS1,61.2,65.4,2235,5.58,5.64,3.42
31571,0.71,Premium,D,SI2,59.7,60.0,2235,5.84,5.79,3.47
31572,0.56,Very Good,F,VVS2,59.5,61.0,2236,5.36,5.33,3.18
31573,0.54,Ideal,G,VVS1,62.2,56.0,2236,5.22,5.2,3.24
31574,0.71,Very Good,E,SI2,62.2,58.0,2238,5.68,5.74,3.55
31575,0.5,Very Good,F,IF,61.4,60.0,2238,5.07,5.1,3.12
31576,0.52,Ideal,G,VVS2,61.7,55.0,2238,5.15,5.2,3.19
31577,0.64,Ideal,E,VS2,62.0,55.0,2238,5.52,5.55,3.43
31578,0.7,Very Good,E,SI1,62.8,56.0,2239,5.69,5.72,3.58
31579,0.7,Very Good,E,SI1,62.6,58.0,2239,5.66,5.68,3.55
31580,0.7,Good,E,SI1,61.9,58.0,2239,5.63,5.67,3.5
31581,0.7,Very Good,E,SI1,61.5,56.0,2239,5.74,5.8,3.55
31582,0.7,Very Good,E,SI1,58.7,60.0,2239,5.85,5.88,3.44
31583,0.7,Very Good,E,SI1,60.3,58.0,2239,5.73,5.85,3.49
31584,0.97,Ideal,I,I1,61.6,53.0,2239,6.4,6.43,3.95
31585,0.3,Very Good,H,VS1,62.3,56.0,541,4.29,4.32,2.68
31586,0.35,Ideal,H,SI1,61.9,55.0,541,4.54,4.57,2.82
31587,0.31,Premium,G,VS1,62.1,58.0,542,4.31,4.36,2.69
31588,0.31,Very Good,G,VS1,60.4,59.0,542,4.37,4.41,2.65
31589,0.31,Ideal,G,VS1,61.9,56.0,542,4.34,4.38,2.7
31590,0.23,Ideal,E,VS2,62.6,57.0,543,3.92,3.88,2.44
31591,0.27,Very Good,F,VVS2,62.5,59.0,544,4.11,4.15,2.58
31592,0.27,Very Good,E,VVS2,60.5,60.0,544,4.19,4.2,2.54
31593,0.32,Very Good,J,VVS1,60.2,60.0,544,4.42,4.49,2.68
31594,0.27,Very Good,E,VVS1,60.0,58.0,544,4.21,4.22,2.53
31595,0.32,Very Good,G,VS2,62.3,55.0,544,4.38,4.41,2.73
31596,0.31,Ideal,I,VS1,61.7,55.0,544,4.39,4.36,2.7
31597,0.31,Premium,H,VS1,62.6,60.0,544,4.3,4.32,2.7
31598,0.31,Ideal,E,SI1,62.4,57.0,544,4.31,4.34,2.7
31599,0.31,Very Good,E,SI1,59.1,59.0,544,4.42,4.44,2.62
31600,0.7,Premium,F,SI1,59.4,60.0,2239,5.77,5.74,3.42
31601,0.7,Premium,D,SI2,63.0,56.0,2239,5.67,5.64,3.56
31602,0.78,Ideal,G,SI2,61.9,55.0,2240,5.91,5.94,3.67
31603,0.7,Ideal,I,VS2,62.0,54.1,2240,5.7,5.73,3.55
31604,0.7,Ideal,I,VS2,61.9,53.2,2240,5.68,5.71,3.56
31605,0.7,Ideal,I,VS2,62.1,54.6,2240,5.68,5.72,3.54
31606,0.7,Ideal,H,SI1,61.4,57.0,2240,5.64,5.76,3.5
31607,0.65,Very Good,F,VS2,64.0,55.3,2241,5.5,5.57,3.54
31608,0.63,Very Good,G,VS1,59.9,57.0,2241,5.57,5.62,3.35
31609,0.7,Fair,E,SI1,66.7,59.0,2241,5.49,5.45,3.65
31610,0.72,Ideal,F,SI2,62.1,57.0,2241,5.72,5.75,3.56
31611,0.65,Good,G,VS1,60.0,60.4,2241,5.6,5.7,3.39
31612,0.83,Premium,J,SI2,59.1,60.0,2241,6.13,6.12,3.62
31613,0.55,Ideal,F,VVS2,62.4,55.0,2242,5.24,5.28,3.28
31614,0.65,Ideal,G,VS1,60.6,60.0,2242,5.58,5.61,3.39
31615,0.7,Good,D,SI2,58.3,60.0,2242,5.81,5.89,3.41
31616,0.62,Ideal,D,VS2,61.2,56.0,2243,5.49,5.52,3.37
31617,0.85,Good,G,SI1,64.2,58.0,2244,6.01,5.92,3.83
31618,0.7,Premium,H,VS1,60.5,58.0,2245,5.73,5.77,3.48
31619,0.58,Ideal,G,VVS2,61.9,57.0,2245,5.36,5.33,3.31
31620,0.9,Very Good,E,I1,62.4,63.0,2245,6.13,6.01,3.79
31621,0.52,Ideal,F,VS2,62.3,57.0,2246,5.18,5.13,3.21
31622,0.52,Premium,H,VVS2,61.1,59.0,2246,5.21,5.17,3.17
31623,0.8,Good,G,SI2,64.2,55.0,2246,5.89,5.83,3.76
31624,0.71,Very Good,H,SI1,62.9,58.0,2246,5.62,5.66,3.55
31625,0.73,Premium,I,VS2,59.7,59.0,2246,5.81,5.94,3.51
31626,0.8,Fair,G,SI2,61.2,58.0,2246,5.96,5.93,3.64
31627,0.72,Premium,G,SI1,60.6,62.0,2246,5.81,5.77,3.51
31628,0.72,Very Good,F,SI2,63.1,58.0,2246,5.69,5.63,3.57
31629,0.53,Ideal,G,IF,61.8,57.0,2247,5.18,5.22,3.21
31630,0.53,Ideal,G,IF,61.4,56.0,2247,5.2,5.24,3.21
31631,0.53,Ideal,G,IF,61.9,56.0,2247,5.18,5.22,3.21
31632,0.71,Premium,H,VS2,62.0,54.0,2249,5.73,5.69,3.54
31633,0.72,Ideal,J,VVS1,62.5,56.0,2249,5.71,5.74,3.58
31634,0.71,Premium,D,SI1,58.1,61.0,2249,5.81,5.79,3.37
31635,0.7,Very Good,F,SI1,62.8,57.0,2250,5.61,5.66,3.54
31636,0.7,Very Good,F,VS2,61.1,62.0,2250,5.64,5.69,3.46
31637,0.53,Ideal,E,VVS2,62.5,57.0,2250,5.12,5.18,3.22
31638,0.6,Ideal,H,VS1,61.3,55.0,2250,5.47,5.49,3.36
31639,0.44,Good,D,VVS1,59.2,57.0,2250,4.96,5.0,2.95
31640,0.7,Fair,G,VS1,68.5,58.0,2250,5.47,5.34,3.7
31641,0.7,Very Good,F,VS2,63.5,56.0,2250,5.64,5.45,3.52
31642,0.75,Good,J,SI1,63.9,56.0,2250,5.76,5.71,3.66
31643,0.55,Very Good,D,VS1,59.5,56.0,2251,5.35,5.38,3.19
31644,0.7,Premium,H,VS2,61.0,59.0,2251,5.72,5.65,3.47
31645,0.52,Ideal,F,VVS1,61.9,55.0,2251,5.17,5.2,3.21
31646,0.71,Good,G,SI1,62.3,56.0,2251,5.68,5.72,3.55
31647,0.61,Premium,D,VS2,62.3,55.0,2251,5.47,5.42,3.39
31648,0.78,Very Good,H,SI2,61.8,59.0,2252,5.85,5.9,3.63
31649,0.72,Very Good,E,SI2,62.3,58.0,2252,5.7,5.76,3.57
31650,0.72,Ideal,H,SI2,60.8,56.0,2252,5.79,5.83,3.53
31651,0.76,Ideal,F,SI2,61.6,57.0,2253,5.91,5.85,3.62
31652,0.7,Good,H,VS2,61.4,56.0,2253,5.73,5.8,3.54
31653,0.59,Very Good,D,VS1,62.6,58.0,2254,5.34,5.39,3.36
31654,0.52,Ideal,G,VS2,62.0,55.0,2255,5.16,5.19,3.21
31655,0.73,Ideal,F,SI2,61.5,55.0,2255,5.79,5.85,3.58
31656,0.73,Ideal,F,SI2,60.5,59.0,2255,5.83,5.88,3.54
31657,0.71,Ideal,I,SI1,61.4,56.0,2255,5.73,5.77,3.53
31658,0.71,Ideal,I,SI1,61.7,55.0,2255,5.74,5.77,3.55
31659,0.59,Very Good,G,VVS1,61.5,55.0,2256,5.4,5.43,3.33
31660,0.71,Very Good,E,SI2,61.9,63.0,2256,5.69,5.74,3.54
31661,0.58,Ideal,G,VVS1,61.3,56.0,2256,5.36,5.4,3.3
31662,0.73,Premium,E,SI2,62.2,55.0,2256,5.81,5.71,3.58
31663,0.7,Very Good,E,SI2,62.0,60.0,2257,5.67,5.72,3.53
31664,0.77,Ideal,J,VS2,62.5,57.0,2257,5.8,5.91,3.66
31665,0.77,Ideal,J,SI1,62.0,57.0,2257,5.84,5.87,3.63
31666,0.71,Ideal,E,SI1,61.6,53.0,2258,5.79,5.73,3.55
31667,0.71,Good,F,SI1,64.3,58.0,2258,5.61,5.55,3.59
31668,0.71,Very Good,H,SI1,60.1,63.0,2258,5.72,5.69,3.43
31669,0.71,Very Good,H,SI2,63.2,58.0,2259,5.63,5.67,3.57
31670,0.53,Ideal,F,VVS2,61.0,56.0,2259,5.26,5.24,3.2
31671,0.55,Ideal,F,VVS2,60.7,56.0,2259,5.31,5.34,3.23
31672,0.57,Ideal,G,VVS1,62.0,55.0,2259,5.33,5.35,3.31
31673,0.7,Ideal,F,SI2,62.0,55.0,2259,5.69,5.73,3.54
31674,1.07,Premium,I,I1,59.8,59.0,2260,6.68,6.62,3.98
31675,0.73,Ideal,H,SI2,61.6,57.0,2260,5.79,5.81,3.57
31676,0.77,Very Good,I,VS2,63.4,58.0,2262,5.81,5.74,3.66
31677,0.76,Premium,J,VS1,61.1,58.0,2262,5.91,5.85,3.59
31678,0.72,Premium,I,SI1,61.5,59.0,2262,5.78,5.73,3.54
31679,0.7,Very Good,E,SI2,62.0,59.0,2263,5.61,5.68,3.5
31680,0.7,Very Good,E,SI2,59.8,58.0,2263,5.72,5.85,3.46
31681,0.7,Very Good,E,SI2,62.6,55.0,2263,5.62,5.69,3.54
31682,0.8,Very Good,H,SI2,59.7,58.0,2263,6.03,6.09,3.62
31683,0.58,Ideal,F,VVS2,61.8,56.0,2263,5.37,5.41,3.33
31684,0.6,Ideal,D,SI1,61.4,55.0,2263,5.45,5.47,3.35
31685,0.7,Very Good,F,SI1,63.3,59.0,2264,5.57,5.62,3.54
31686,0.7,Very Good,F,SI1,63.5,59.0,2264,5.59,5.65,3.57
31687,0.7,Very Good,F,SI1,63.4,59.0,2264,5.59,5.64,3.56
31688,0.7,Very Good,F,SI1,61.1,59.0,2264,5.68,5.78,3.5
31689,0.7,Premium,F,SI1,60.5,58.0,2264,5.77,5.84,3.51
31690,0.71,Ideal,G,SI2,61.5,55.0,2264,5.74,5.78,3.54
31691,0.71,Ideal,G,SI2,61.1,56.0,2264,5.75,5.77,3.52
31692,0.77,Good,I,SI1,62.3,55.0,2264,5.88,5.93,3.68
31693,0.7,Good,F,SI1,58.7,61.0,2264,5.77,5.81,3.4
31694,0.7,Premium,J,IF,60.5,59.0,2264,5.73,5.67,3.45
31695,1.0,Premium,G,I1,59.0,60.0,2264,6.49,6.43,3.82
31696,0.72,Very Good,G,SI1,62.8,59.0,2265,5.69,5.74,3.59
31697,0.72,Premium,E,SI1,62.1,58.0,2265,5.69,5.72,3.54
31698,0.72,Ideal,E,SI1,59.8,57.0,2265,5.86,5.91,3.52
31699,0.71,Very Good,H,SI1,60.7,60.0,2266,5.73,5.76,3.49
31700,0.71,Very Good,G,SI1,61.2,61.0,2266,5.66,5.71,3.48
31701,0.53,Ideal,D,VS2,61.6,56.0,2266,5.2,5.22,3.21
31702,0.71,Ideal,G,SI2,61.7,55.0,2266,5.71,5.74,3.53
31703,0.71,Premium,I,VS1,61.9,59.0,2266,5.71,5.67,3.52
31704,0.71,Very Good,F,SI2,63.4,57.0,2266,5.7,5.63,3.59
31705,0.7,Very Good,F,SI1,62.3,57.0,2267,5.62,5.65,3.51
31706,0.52,Ideal,G,IF,61.7,56.0,2267,5.15,5.19,3.19
31707,0.7,Good,G,SI2,60.1,65.0,2268,5.7,5.65,3.41
31708,0.7,Premium,H,SI1,62.2,57.0,2268,5.74,5.71,3.56
31709,0.7,Ideal,G,SI2,62.6,56.0,2268,5.69,5.66,3.55
31710,0.7,Good,I,VS2,63.9,65.0,2268,5.6,5.56,3.56
31711,0.7,Premium,G,SI2,58.0,60.0,2268,5.91,5.88,3.42
31712,0.7,Good,I,VS2,57.5,62.0,2268,5.81,5.78,3.33
31713,0.7,Premium,G,SI2,60.0,60.0,2268,5.69,5.65,3.51
31714,0.7,Premium,F,SI1,62.5,62.0,2268,5.63,5.57,3.5
31715,0.7,Fair,H,VS2,65.0,56.0,2268,5.6,5.5,3.61
31716,0.7,Premium,G,SI2,61.9,58.0,2268,5.64,5.6,3.48
31717,0.75,Premium,G,SI2,62.7,58.0,2268,5.82,5.76,3.63
31718,0.53,Ideal,F,VVS2,61.0,57.0,2269,5.23,5.26,3.22
31719,0.6,Very Good,E,VS1,60.0,58.0,2270,5.5,5.56,3.32
31720,0.7,Ideal,I,VS2,61.4,56.0,2270,5.72,5.75,3.52
31721,0.6,Ideal,H,IF,61.9,56.0,2270,5.4,5.45,3.36
31722,0.67,Good,E,VS2,61.6,61.0,2270,5.57,5.6,3.44
31723,0.71,Ideal,I,VS2,62.1,57.0,2270,5.72,5.64,3.53
31724,0.71,Good,I,VS2,64.3,63.0,2270,5.63,5.56,3.6
31725,0.78,Very Good,I,SI2,60.6,58.0,2271,5.92,5.97,3.6
31726,0.54,Ideal,G,IF,62.3,56.0,2271,5.19,5.21,3.24
31727,0.54,Ideal,G,IF,62.5,57.0,2271,5.16,5.2,3.24
31728,0.7,Good,I,VS1,64.4,60.0,2271,5.51,5.58,3.57
31729,0.71,Ideal,I,VS2,62.0,54.0,2272,5.73,5.77,3.56
